scenario,timestamp,agent_id,agent_name,agent_ip,hostname,program,location,full_log,rule_id,rule_level,rule_description,rule_groups,rule_groups_str,y_priority
fox,2022-01-18 12:18:10+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:18:10 +0000] ""HEAD /wp-content/themes/realtorpress/thumbs/_tbs.phpthumb.php HTTP/1.1"" 404 146 ""https://intranet.price.fox.org"" ""WPScan v3.8.20 (https://wpscan.com/wordpress-security-scanner)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-06 10:21:32+00:00,15,wazuh-client,192.168.226.198,lane-mail,dovecot,/var/log/mail.log,"Feb  6 10:21:32 lane-mail dovecot: imap-login: Login: user=<jasmine.anderson>, method=PLAIN, rip=192.168.226.198, lip=192.168.226.198, mpid=16109, TLS, session=<IjAP2VbXrqPAqOLG>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
santos,2022-01-14 16:24:59+00:00,22,wazuh-client,172.21.131.50,mail,dovecot,/var/log/mail.log,"Jan 14 16:24:59 mail dovecot: imap-login: Login: user=<christopher.ashton>, method=PLAIN, rip=172.21.131.50, lip=172.21.131.50, mpid=16898, TLS, session=<WQ+APo3VKICsFYMy>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
harrison,2022-02-08 07:39:47+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:39:47 +0000] ""GET /wp-includes/blocks/categories/project HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:50:24+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:50:24 +0000] ""GET /wp-includes/js/tinymce/skins/25 HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:55:14+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:55:14 +0000] ""GET /wp-content/themes/go/dist/images/admin/pro HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:20:28+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:20:28 +0000] ""GET /wp-admin/js/advisories HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:41:32+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:41:32 +0000] ""GET /wp-admin/network/cronjobs HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-27 06:53:15.243586+00:00,30,wazuh-client,10.38.243.125,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - ET INFO Observed DNS Query to .biz TLD,"['ids', 'suricata']","ids,suricata",low
santos,2022-01-15 03:05:24.684221+00:00,20,wazuh-client,192.168.104.218,wazuh-client,snort,/var/log/suricata/fast.log,01/15/2022-03:05:24.684221  [**] [1:2027863:4] ET INFO Observed DNS Query to .biz TLD [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 192.168.104.218:59442 -> 192.168.104.1:53,20101,6,IDS event.,['ids'],ids,medium
fox,2022-01-18 12:20:53+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:20:53 +0000] ""GET /wp-admin/network/06 HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-06 20:26:12.808979+00:00,16,wazuh-client,192.168.131.109,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - ET INFO Observed DNS Query to .biz TLD,"['ids', 'suricata']","ids,suricata",low
harrison,2022-02-08 07:43:18+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:43:18 +0000] ""GET /wp-includes/blocks/navigation/contrib HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:51:26+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:51:26 +0000] ""GET /wp-includes/css/dist/components/users HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
harrison,2022-02-08 07:35:18+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:35:18 +0000] ""GET /wp-includes/certificates/svr HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:19:18+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:19:18 +0000] ""GET /wp-content/tours HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:48:28+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:48:28 +0000] ""GET /wp-includes/blocks/quote/de HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-07 08:08:57+00:00,22,wazuh-client,10.237.2.255,mail,dovecot,/var/log/syslog,"Feb  7 08:08:57 mail dovecot: imap-login: Login: user=<joann.moreno>, method=PLAIN, rip=10.237.2.255, lip=10.237.2.255, mpid=11842, TLS, session=<15y5HGnXJO4K7QL/>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wardbeck,2022-01-23 13:35:22+00:00,8,wazuh-client,192.168.96.99,watkins-mail,dovecot,/var/log/syslog,"Jan 23 13:35:22 watkins-mail dovecot: imap-login: Login: user=<emily.frost>, method=PLAIN, rip=192.168.96.99, lip=192.168.96.99, mpid=9858, TLS, session=<K7h57D/WeI3AqGBj>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
santos,2022-01-17 11:22:09+00:00,26,wazuh-client,192.168.104.155,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.21.128.119 - - [17/Jan/2022:11:22:09 +0000] ""GET /odbc HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:36:36+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:36:36 +0000] ""GET /wp-includes/js/tinymce/skins/wordpress/ckeditor HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:47:12+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:47:12 +0000] ""GET /wp-includes/blocks/html/attach_mod HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:36:34+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:36:34 +0000] ""GET /wp-includes/js/tinymce/skins/wordpress/404 HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
wheeler,2022-01-30 07:46:01+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:46:01 +0000] ""GET /wp-includes/blocks/code/nl HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
wilson,2022-02-04 13:33:18.520614+00:00,25,wazuh-client,10.182.194.5,wazuh-client,snort,/var/log/suricata/fast.log,02/04/2022-13:33:18.520614  [**] [1:2230003:1] SURICATA TLS invalid handshake message [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.182.193.181:443 -> 10.182.194.5:47498,20101,6,IDS event.,['ids'],ids,medium
fox,2022-01-18 12:32:29+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:32:29 +0000] ""GET /wp-includes/css/dist/components/mailman HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
wilson,2022-02-07 11:19:08+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:19:08 +0000] ""GET /wp-content/themes/go/dist/images/social/catch HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:06:18+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:06:18 +0000] ""GET /wp-includes/blocks/audio/notes HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:35:38+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:35:38 +0000] ""GET /wp-includes/customize/_media HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:34:02+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:34:02 +0000] ""GET /wp-includes/js/tinymce/skins/ws-client HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:21:01+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:21:01 +0000] ""GET /wp-admin/network/openbsd HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:51:51+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:51:51 +0000] ""GET /wp-includes/js/dist/vendor/ec HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
shaw,2022-01-29 17:01:54.583129+00:00,23,wazuh-client,172.24.249.224,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - ET INFO Observed DNS Query to .cloud TLD,"['ids', 'suricata']","ids,suricata",low
wheeler,2022-01-30 07:40:46+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:40:46 +0000] ""GET /wp-admin/images/activex HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-26 09:50:38.545208+00:00,30,wazuh-client,10.38.243.125,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - ET INFO Observed DNS Query to .biz TLD,"['ids', 'suricata']","ids,suricata",low
wilson,2022-02-04 12:19:46.906841+00:00,25,wazuh-client,10.182.194.5,wazuh-client,snort,/var/log/suricata/fast.log,02/04/2022-12:19:46.906841  [**] [1:2230003:1] SURICATA TLS invalid handshake message [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.182.193.181:443 -> 10.182.194.5:43780,20101,6,IDS event.,['ids'],ids,medium
santos,2022-01-17 11:22:37+00:00,26,wazuh-client,192.168.104.155,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.21.128.119 - - [17/Jan/2022:11:22:37 +0000] ""HEAD /wp-content/themes/magazinum/includes/timthumb.php HTTP/1.1"" 404 146 ""https://intranet.smith.santos.com"" ""WPScan v3.8.20 (https://wpscan.com/wordpress-security-scanner)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:33:25+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:33:25 +0000] ""GET /wp-includes/js/tinymce/langs/1998 HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:18:31+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:18:31 +0000] ""GET /asps HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:19:02+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:19:02 +0000] ""GET /wp-content/themes/go/dist/images/admin/results HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
shaw,2022-01-26 09:26:49+00:00,2,wazuh-client,10.70.33.128,collinsbecker-mail,dovecot,/var/log/syslog,"Jan 26 09:26:49 collinsbecker-mail dovecot: imap-login: Login: user=<diana.delgado>, method=PLAIN, rip=10.70.34.215, lip=10.70.34.215, mpid=15160, TLS, session=<v+IizXjWQOIKRiLX>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
santos,2022-01-14 03:46:34.657738+00:00,30,wazuh-client,10.229.0.4,wazuh-client,snort,/var/log/suricata/fast.log,01/14/2022-03:46:34.657738  [**] [1:2027863:4] ET INFO Observed DNS Query to .biz TLD [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 10.229.0.4:14798 -> 10.229.255.254:53,20101,6,IDS event.,['ids'],ids,medium
fox,2022-01-18 12:21:08+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:21:08 +0000] ""GET /wp-admin/user/coffee HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:18:48+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:18:48 +0000] ""GET /wp-content/themes/go/dist/css/admin/notes HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:15:32+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:15:32 +0000] ""GET /wp-includes/js/tinymce/plugins/lat_driver HTTP/1.1"" 404 3373 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:08:50+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:08:50 +0000] ""GET /wp-includes/blocks/group/_include HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:42:19+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:42:19 +0000] ""GET /wp-content/upgrade/projects HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:31:45+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:31:45 +0000] ""GET /wp-includes/js/tinymce/version HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:24:10+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:24:10 +0000] ""GET /wp-includes/widgets/query HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:09:08+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:09:08 +0000] ""GET /wp-includes/blocks/html/dat HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:46:42+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:46:42 +0000] ""GET /wp-includes/blocks/file/mt-static HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:17:32+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:17:32 +0000] ""GET /wp-includes/js/tinymce/plugins/image/pw_app HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-05 14:57:51.528495+00:00,35,wazuh-client,10.182.192.1,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - SURICATA TLS invalid handshake message,"['ids', 'suricata']","ids,suricata",low
wheeler,2022-01-26 09:42:34.371945+00:00,30,wazuh-client,10.38.243.125,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - ET INFO Observed DNS Query to .biz TLD,"['ids', 'suricata']","ids,suricata",low
